text_id,text,agreed_label_sadness,agreed_label_surprise,agreed_label_fear,agreed_label_anger,agreed_label_neutral,agreed_label_trust,agreed_label_joy,pct_label_sadness,pct_label_surprise,pct_label_fear,pct_label_anger,pct_label_neutral,pct_label_trust,pct_label_joy,num_emotions,is_multilabel,has_short_text
562,„Încredinţează-ţi soarta în mâna Domnului și El te va sprijini! El nu va lăsa niciodată să se clatine cel neprihănit.” Psalmul 55:22 ❤️,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.66,0.66,0.33,2,True,False
567,"Marile medii de comunicare sunt folosite ca arme psihologice pentru a da crezare situațiilor din Venezuela care nu există"", a denunțat ministrul de externe, <|PERSON|> , în cadrul unei conferințe de presă de la Haga. #Romania #Bucharest",0,0,0,0,1,0,0,0.33,0.0,0.0,0.0,0.66,0.0,0.0,1,False,False
571,"DOLIU ÎN LUMEA <|PERSON|>. „ Ne va lipsi harul tău, <|PERSON|>! ”- MangaliaNews-MN: <|PERSON|> să-l odihnească în pace pe bunul și dragul... Condoleanțe, familiei îndurerate. Să pictezi …",1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False
579,"Twitter si restul apropiatilor lui care si-au dat demisia la finalul mandatului lui sunt niste lasi care spera sa isi recastige reputatia dupa ce s-au bucurat de privilegii pana acum. Hai, sictir!",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
601,(PNL Timis): Colaborarea cu USR PLUS e minata de frustrare si imaturitate politica. A fost o surpriza neplacuta sa observ ca au abandonat negocierile,1,1,0,0,0,0,0,0.66,0.66,0.0,0.33,0.0,0.0,0.0,2,True,False
605,Bună dimineața! ☀ ️ ☕ 🌸 O zi binecuvântată! 🙏 ❤ ️,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,0.66,1,False,False
607,huiduit de minerii din Valea Jiului. Declarația care a produs indignare prin Urmasul bratienilor la cules de voturi in Valea Jiului. Heirup-heirup!,0,0,0,1,0,0,0,0.0,0.0,0.0,0.66,0.33,0.0,0.0,1,False,False
611,"Of, ce nasol! Dar atunci ai luat antibiotic cât trebuie sau ai întrerupt? Posibil să nu fi fost tratată pneumonia de atunci! 🙄 plus balconul!",1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.33,0.0,0.0,1,False,False
613,"Teren industrial de vânzare. (intravilan, construcții) Localizare: Arad, DN 7, Zona Industrială Vest, (lângă Filip Spedition Arad) La intrarea pe Autostrada A1, lângă Dedeman și BricoDepo) Suprafață: <|URL|>",0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,False
616,"Nu iți fie frică să faci un pas mare. Nu poti trece o prăpastie din două sărituri mici""-David <|PERSON|> ",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,False,False
622,Seceta a şters în acest an tot mai multe lacuri de pe harta R. Moldova <|URL|>…,1,0,0,0,0,0,0,0.66,0.33,0.0,0.0,0.33,0.0,0.0,1,False,False
625,sa îți fiu prima și ultima iubire ☺ ️ 💕 ✨,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,False,False
633,M-a luat un fior de mi s-a cutremurat și piercing ul din buza MI-A LUAT 2 ORE SA ÎMI FAC CURAJ SA TRIMIT parca vezi ca nu intru,0,0,1,0,0,0,0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,1,False,False
636,"Doi tineri alpiniști au murit în Munții Bucegi! El a sunat la 112, dar a căzut apoi în prăpastie...",1,0,0,0,0,0,0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,1,False,False
646,"Mda, mai am o regulă de vreo 3 ani: 300$/€ preț max. Este uluitor ce poți cumpăra cu 300 vs 2018!",0,0,0,0,1,0,0,0.0,0.33,0.0,0.0,0.66,0.0,0.0,1,False,False
655,UPDATE: Atentat sinucigaș lângă Ambasada SUA din Tunis: trei morți și cinci răniți,0,1,0,0,0,0,0,0.33,0.66,0.0,0.0,0.33,0.0,0.0,1,False,False
661,sunt tot mai mulțumiți de starea lor de sănătate – Vesti din Rusia,0,0,0,0,0,1,1,0.0,0.33,0.0,0.0,0.0,0.66,0.66,2,True,False
665,"Dar dezolante aeroporturile. Timișoara era oricum mic și trist, dar...",1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False
667,Un an nou cu bucurii si prosperitate. La mulți ani!,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,False,False
676,"O sa documentez toate simptomele ce le am in astea 10 zile, muie coronavirus",0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False,False
678,Curg avertizările Cod roșu de ploi și fenomene meteorologice. Urmează două zile în care cursurile de apă vor înregistra creșteri periculoase,0,0,1,0,1,0,0,0.0,0.0,0.66,0.0,0.66,0.0,0.0,2,True,False
685,de coronavirus vor putea cere urna mobilă la alegerile locale brasov eveniment,0,0,0,0,1,0,0,0.0,0.33,0.0,0.0,0.66,0.0,0.0,1,False,False
686,"bietul om o fi dislexic, dar nu stie termenul, si ca e de bine (sper sa nici nu afle, ca nu-i mai ajung stilpii din buc pentru mesaje)",1,0,0,0,0,0,0,0.66,0.0,0.0,0.0,0.33,0.0,0.0,1,False,False
696,"<|PERSON|> e in fiecare din noi, fiecare individ este propriul lui <|PERSON|>. <|PERSON|> a creat lumea în 7 zile, noi lucram și creăm în continuare lumea în fiecare săptămână. Noi putem fi buni, dar și răi. Trebuie să avem încredere �",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1,False,False
